instance_id,n_iter,alpha,k,lambda_max,seed,profit,ref_profit,optimality_gap,wall_time_s
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed2.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,11566,11824,0.021820027063599458,0.10508439800469205
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed0.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,11979,12030,0.004239401496259352,0.089904790991568
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed1.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,14821,59439,0.7506519288682515,30.04688838000584
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed3.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,56016,56340,0.005750798722044728,0.3425661100045545
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,103815,104144,0.003159087417422031,3.121073611997417
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.250_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,28966,29401,0.014795415121934628,0.34096045899786986
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed1.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,11545,11794,0.02111243004917755,0.26189536799211055
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.250_seed4.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,29536,30011,0.015827529905701243,0.2469111160025932
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,86845,87325,0.005496707701116519,7.045072574997903
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,57696,58078,0.006577361479389786,0.17337599500024226
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed3.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,28528,29004,0.01641152944421459,0.5132488559902413
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed3.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,11190,11613,0.036424696460862827,0.7073582080047345
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed1.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,59001,59439,0.007368899207590976,0.9420893099886598
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed4.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,58483,58907,0.0071977863411818626,0.4793835039890837
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,29093,29544,0.015265366910370972,1.0727043470105855
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed3.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,101415,101759,0.003380536365333779,0.5478221859957557
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed0.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,11677,12030,0.029343308395677472,1.826386515997001
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed2.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,11373,11824,0.03814276048714479,0.14182403900485951
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed3.json.gz,23,0.1227967849346,6,12.4963357648862,327741615,84935,85391,0.005340141232682601,2.9786191309976857
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed2.json.gz,41,0.6390002746877,7,62.20109038277,327741615,11159,11824,0.056241542625169144,0.8580907769937767
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.250_seed2.json.gz,25,0.0059888123706,53,60.1209365013041,327741615,22084,29401,0.24886908608550729,0.6370301570132142
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed2.json.gz,19,0.3696133954218,7,20.4758636233523,327741615,57591,58078,0.008385274975033576,0.4784314529970288
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed0.json.gz,37,0.6057780211985,28,52.3074213983628,327741615,8907,12030,0.2596009975062344,0.42507932700391393
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed2.json.gz,18,0.3868116229405,7,20.5565549516587,327741615,86780,87325,0.006241053535642714,5.889181840000674
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed2.json.gz,10,0.0335196188495,7,15.4976425557373,327741615,57440,58078,0.010985226764007025,0.30154699699778575
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed3.json.gz,21,0.0044558648779,7,13.3925086768699,327741615,10953,11613,0.05683285972616895,0.7281988370086765
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed1.json.gz,46,0.3321518350039,56,53.5089118872028,327741615,54663,59439,0.0803512845101701,0.69369170400023
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed2.json.gz,15,0.0350037876034,6,12.4706656706898,327741615,57683,58078,0.006801198388374255,0.652075950987637
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed3.json.gz,27,0.5857291020339,64,2.3055754427515,327741615,78124,85391,0.08510264547786066,1.4420560680009658
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed4.json.gz,15,0.7303425489722,46,40.3013931368969,327741615,54184,58907,0.08017722851274042,1.0195962079887977
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed3.json.gz,15,0.9598167665757,27,31.2033868274436,327741615,84230,85391,0.01359628063847478,0.2820310429960955
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed2.json.gz,10,0.4246955266832,7,20.9904426149997,327741615,28895,29544,0.021967235310046032,2.3591189490107354
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed3.json.gz,39,0.7788379745169,21,9.5042138035648,327741615,27381,29004,0.0559577989242863,0.6136367680010153
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed2.json.gz,40,0.2970998639865,17,77.3193130922331,327741615,102768,104144,0.013212475034567522,2.511779377993662
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed3.json.gz,39,0.4941023281921,39,10.8033384745886,327741615,98231,101759,0.034670152025865035,2.496502189009334
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed3.json.gz,49,0.3614746770623,62,31.8528346100501,327741615,49167,56340,0.12731629392971247,0.8427265350037487
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed3.json.gz,33,0.7844386696981,10,16.2756842480267,327741615,28129,29004,0.030168252654806233,1.1081603680067929
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed0.json.gz,28,0.2712280138388,59,72.2016830466228,327741615,4855,12030,0.5964256026600167,0.5725077670067549
