=== K-sweep START 2026-06-17T15:20:13Z commit=2754931 ===
=== CELL N=100000 M=10 inversely_strongly f=0.1 15:20:13Z ===
2026-06-17 17:20:13,398 INFO k_sweep | K-sweep: 274 planned runs (6 already complete)
archive: instances
config: configs/hld_smac_best.json (n_iter=35, alpha=0.998, lambda_max=80.745)
out_jsonl: results/k_sweep/sweep.jsonl
subset: all  min_N: 10000
k_grid: [2, 4, 8, 16, 32, 64, 100]
solvers: hld partition_optimal
eligible_instances: 20
time_limit_s: 60.0
runs_planned: 280
2026-06-17 18:31:44,496 INFO k_sweep | k-sweep 99/274 elapsed=4291.2s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=751578 wall=64.04s status=timeout
2026-06-17 18:32:49,219 INFO k_sweep | k-sweep 100/274 elapsed=4355.9s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=351933 wall=64.01s status=timeout
2026-06-17 18:33:02,090 INFO k_sweep | k-sweep 101/274 elapsed=4368.8s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=0 wall=427.92s status=timeout
2026-06-17 18:33:53,217 INFO k_sweep | k-sweep 102/274 elapsed=4419.9s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=92997 wall=63.95s status=timeout
2026-06-17 18:34:04,242 INFO k_sweep | k-sweep 103/274 elapsed=4430.9s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=2713746 wall=62.11s status=timeout
2026-06-17 18:35:07,640 INFO k_sweep | k-sweep 104/274 elapsed=4494.3s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=0 wall=1844.68s status=timeout
2026-06-17 18:35:12,063 INFO k_sweep | k-sweep 105/274 elapsed=4498.8s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=0 wall=880.36s status=timeout
2026-06-17 18:36:15,784 INFO k_sweep | k-sweep 106/274 elapsed=4562.5s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=1476196 wall=63.69s status=timeout
2026-06-17 18:36:49,080 INFO k_sweep | k-sweep 107/274 elapsed=4595.8s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=0 wall=431.20s status=timeout
2026-06-17 18:37:19,443 INFO k_sweep | k-sweep 108/274 elapsed=4626.1s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=560593 wall=63.62s status=timeout
2026-06-17 18:37:52,759 INFO k_sweep | k-sweep 109/274 elapsed=4659.5s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=260519 wall=63.65s status=timeout
2026-06-17 18:38:23,260 INFO k_sweep | k-sweep 110/274 elapsed=4690.0s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=1473157 wall=63.18s status=timeout
2026-06-17 18:40:15,514 INFO k_sweep | k-sweep 111/274 elapsed=4802.2s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=0 wall=1823.55s status=timeout
2026-06-17 18:40:37,272 INFO k_sweep | k-sweep 112/274 elapsed=4824.0s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=0 wall=885.89s status=timeout
2026-06-17 18:41:41,631 INFO k_sweep | k-sweep 113/274 elapsed=4888.3s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=25 profit=1138761 wall=64.34s status=timeout
2026-06-17 18:42:29,314 INFO k_sweep | k-sweep 114/274 elapsed=4936.0s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=0 wall=441.64s status=timeout
2026-06-17 18:42:46,376 INFO k_sweep | k-sweep 115/274 elapsed=4953.0s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=25 profit=184590 wall=64.09s status=timeout
2026-06-17 18:43:33,781 INFO k_sweep | k-sweep 116/274 elapsed=5000.4s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=25 profit=87133 wall=64.41s status=timeout
2026-06-17 18:43:50,227 INFO k_sweep | k-sweep 117/274 elapsed=5016.9s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=25 profit=474347 wall=63.80s status=timeout
2026-06-17 18:44:11,175 INFO k_sweep | k-sweep 118/274 elapsed=5037.8s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=23 profit=0 wall=893.65s status=timeout
2026-06-17 18:44:26,801 INFO k_sweep | k-sweep 119/274 elapsed=5053.5s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=0 wall=1818.72s status=timeout
2026-06-17 18:45:31,373 INFO k_sweep | k-sweep 120/274 elapsed=5118.0s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=26 profit=391357 wall=64.54s status=timeout
2026-06-17 18:46:35,912 INFO k_sweep | k-sweep 121/274 elapsed=5182.6s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=26 profit=219740 wall=64.51s status=timeout
2026-06-17 18:47:37,675 INFO k_sweep | k-sweep 122/274 elapsed=5244.3s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=25 profit=0 wall=442.08s status=timeout
2026-06-17 18:47:39,910 INFO k_sweep | k-sweep 123/274 elapsed=5246.6s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=26 profit=120071 wall=63.36s status=timeout
2026-06-17 18:48:42,287 INFO k_sweep | k-sweep 124/274 elapsed=5308.9s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=26 profit=73850 wall=64.00s status=timeout
2026-06-17 18:49:15,021 INFO k_sweep | k-sweep 125/274 elapsed=5341.7s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=24 profit=0 wall=910.13s status=timeout
2026-06-17 18:49:51,075 INFO k_sweep | k-sweep 126/274 elapsed=5377.7s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=0 wall=1822.92s status=timeout
2026-06-17 18:50:55,912 INFO k_sweep | k-sweep 127/274 elapsed=5442.6s solver=partition_optimal k=16 N=100000 corr=inversely_strongly f=0.1 seed=0 profit=371391 wall=64.80s status=timeout
2026-06-17 18:51:41,461 INFO k_sweep | k-sweep 128/274 elapsed=5488.1s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=26 profit=0 wall=450.24s status=timeout
2026-06-17 18:52:00,557 INFO k_sweep | k-sweep 129/274 elapsed=5507.2s solver=partition_optimal k=32 N=100000 corr=inversely_strongly f=0.1 seed=0 profit=185737 wall=64.05s status=timeout
2026-06-17 18:52:43,610 INFO k_sweep | k-sweep 130/274 elapsed=5550.3s solver=partition_optimal k=64 N=100000 corr=inversely_strongly f=0.1 seed=0 profit=3524760 wall=61.53s status=timeout
